2.81971e+03 167.014 2900 1
2750 1 3.01571e+03 141.533
2.45610e+03 0.349738 2900 1
2600 1 2.81587e+03 117.882
2.64270e+03 118.871 3150 1
2690.85 1 3.01643e+03 115.27
2.61086e+03 106.362 3125 1
2925 1 3.10634e+03 117.084
2.82713e+03 132.253 3375 1
3050 1 3.31521e+03 109.457
3.04028e+03 152.442 3475 1
3100 1 3.41307e+03 105.231
3110 149.502 3650 1
3275 1 3.47429e+03 106.953
3.11223e+03 140.904 3675 1
3175 1 3.44911e+03 95.1349
