3.46655e+03 166.499 3600 1
3400 1 3.77430e+03 147.321
3109.42 136.292 3800 1
3250 1 3.52711e+03 128.576
3.44804e+03 137.028 3850 1
3350 1 3743.22 124.34
3.27750e+03 122.096 3950 1
3575 1 3.90764e+03 136.453
3.50003e+03 123.111 4100 1
3650 1 4.03489e+03 159.027
3.58378e+03 120.149 4300 1
3700 1 3.96563e+03 124.881
3.71015e+03 119.32 4325 1
3900 1 4.30008e+03 3515.81
3.75894e+03 109.942 4475 1
3650 1 4.21663e+03 2140.34
