3.62783e+03 167.685 3850 1
3425 1 3808.45 145.578
3.15124e+03 135.4 3700 1
3250 1 3.56847e+03 128.576
3.49313e+03 136.582 3900 1
3400 1 3783.58 124.55
3.31313e+03 121.514 4000 1
3700 1 3.95856e+03 141.462
3.53969e+03 122.279 4150 1
3725 1 4.07899e+03 228.446
3.73931e+03 124.725 4400 1
3750 1 4.17008e+03 362.039
3.75581e+03 120.419 4350 1
3925 1 4.35753e+03 5507.43
3.76939e+03 108.716 4525 1
3800 1 4.25769e+03 3143.2
