2677.89 147.284 2750 1
2575 1 2.84538e+03 138.191
2.33406e+03 3525.88 2700 1
2400 1 2.66027e+03 118.8
2.49714e+03 2 2950 1
2625 1 2.85039e+03 115.045
2.47179e+03 107.169 2925 1
2725 1 2.91622e+03 116.883
2.67949e+03 109.351 3200 1
2900 1 3.12954e+03 110.444
2.87606e+03 131.4 3300 1
2975 1 3.22199e+03 106.7
2.94103e+03 132.007 3400 1
3150 1 3.25744e+03 107.932
2.94692e+03 125.158 3450 1
3050 1 3.23971e+03 96.9551
